доля ошибок для обучения в % : 0.22666666666666668
доля ошибок для test в %: 0.5333333333333333

по итогам анализа использую модель : RandomForestRegressor( n_estimators=50, random_state=1) # случайный лес
гипер-параметры настроены без особого упорства, главное был выбор схемы обработки результатов регрессора в классификатор, обработка входов - полиномизация (2 порядок), как результат анализа нескольких моделей предобработки 
             A            B                     C                 target_rez                my_rez
 A:2.885771543086172  B:-197.55101385134998  C:17.11422845691383  y_true:параб.  y_pred:параб.
 A:-2.9258517034068134  B:-199.82570351123087  C:-17.074148296593187  y_true:параб.  y_pred:параб.
 A:2.9659318637274548  B:-202.0875418171011  C:17.034068136272545  y_true:параб.  y_pred:параб.
 A:3.006012024048096  B:-204.33652876896076  C:16.993987975951903  y_true:параб.  y_pred:параб.
 A:-3.0460921843687374  B:-206.57266436680976  C:-16.95390781563126  y_true:параб.  y_pred:параб.
 A:3.0861723446893787  B:-208.79594861064814  C:16.91382765531062  y_true:параб.  y_pred:параб.
 A:-3.12625250501002  B:-211.00638150047592  C:-16.87374749498998  y_true:параб.  y_pred:параб.
 A:3.1663326653306614  B:-213.20396303629303  C:16.83366733466934  y_true:параб.  y_pred:параб.
 A:-3.2064128256513023  B:-215.38869321809952  C:-16.793587174348698  y_true:параб.  y_pred:параб.
 A:3.2464929859719436  B:-217.56057204589538  C:16.753507014028056  y_true:параб.  y_pred:параб.
 A:3.286573146292585  B:-219.71959951968063  C:16.713426853707414  y_true:параб.  y_pred:параб.
 A:-3.3266533066132262  B:-221.86577563945522  C:-16.673346693386772  y_true:параб.  y_pred:параб.
 A:3.3667334669338675  B:-223.99910040521928  C:16.633266533066134  y_true:параб.  y_pred:параб.
 A:3.406813627254509  B:-226.11957381697263  C:16.593186372745492  y_true:параб.  y_pred:параб.
 A:3.44689378757515  B:-228.22719587471536  C:16.55310621242485  y_true:параб.  y_pred:параб.
 A:-3.4869739478957915  B:-230.32196657844747  C:-16.51302605210421  y_true:параб.  y_pred:параб.
 A:-3.527054108216433  B:-232.40388592816896  C:-16.472945891783567  y_true:параб.  y_pred:параб.
 A:3.567134268537074  B:-234.47295392387983  C:16.432865731462925  y_true:параб.  y_pred:параб.
 A:3.6072144288577155  B:-236.52917056558005  C:16.392785571142284  y_true:параб.  y_pred:параб.
 A:-3.6472945891783564  B:-238.5725358532696  C:-16.352705410821642  y_true:параб.  y_pred:параб.
 A:-3.6873747494989977  B:-240.60304978694865  C:-16.312625250501004  y_true:параб.  y_pred:параб.
 A:-3.727454909819639  B:-242.620712366617  C:-16.272545090180362  y_true:параб.  y_pred:параб.
 A:3.7675350701402803  B:-244.62552359227473  C:16.23246492985972  y_true:параб.  y_pred:параб.
 A:-3.8076152304609217  B:-246.61748346392181  C:-16.19238476953908  y_true:параб.  y_pred:параб.
 A:3.847695390781563  B:-248.5965919815583  C:16.152304609218437  y_true:параб.  y_pred:параб.
 A:3.8877755511022043  B:-250.56284914518415  C:16.112224448897795  y_true:параб.  y_pred:параб.
 A:-3.9278557114228456  B:-252.51625495479936  C:-16.072144288577153  y_true:параб.  y_pred:параб.
 A:3.967935871743487  B:-254.456809410404  C:16.032064128256515  y_true:параб.  y_pred:параб.
 A:-4.008016032064128  B:-256.3845125119979  C:-15.991983967935873  y_true:параб.  y_pred:параб.
 A:4.04809619238477  B:-258.2993642595813  C:15.951903807615231  y_true:параб.  y_pred:параб.
 A:4.0881763527054105  B:-260.201364653154  C:15.91182364729459  y_true:параб.  y_pred:параб.
 A:4.128256513026052  B:-262.0905136927161  C:15.871743486973948  y_true:параб.  y_pred:параб.
 A:4.168336673346693  B:-263.96681137826755  C:15.831663326653306  y_true:параб.  y_pred:параб.
 A:4.208416833667335  B:-265.8302577098084  C:15.791583166332664  y_true:параб.  y_pred:параб.
 A:-4.248496993987976  B:-267.6808526873386  C:-15.751503006012024  y_true:параб.  y_pred:параб.
 A:4.288577154308617  B:-269.5185963108582  C:15.711422845691384  y_true:параб.  y_pred:параб.
 A:-4.328657314629258  B:-271.34348858036714  C:-15.671342685370742  y_true:параб.  y_pred:параб.
 A:4.368737474949899  B:-273.15552949586544  C:15.6312625250501  y_true:параб.  y_pred:параб.
 A:4.408817635270541  B:-274.9547190573532  C:15.591182364729459  y_true:параб.  y_pred:параб.
 A:-4.448897795591182  B:-276.7410572648302  C:-15.551102204408817  y_true:параб.  y_pred:параб.
 A:4.488977955911824  B:-278.5145441182967  C:15.511022044088175  y_true:параб.  y_pred:параб.
 A:4.529058116232465  B:-280.27517961775254  C:15.470941883767535  y_true:параб.  y_pred:параб.
 A:-4.569138276553106  B:-282.02296376319777  C:-15.430861723446894  y_true:параб.  y_pred:параб.
 A:4.609218436873747  B:-283.75789655463234  C:15.390781563126254  y_true:параб.  y_pred:параб.
 A:4.649298597194389  B:-285.47997799205626  C:15.350701402805612  y_true:параб.  y_pred:параб.
 A:4.68937875751503  B:-287.1892080754696  C:15.31062124248497  y_true:параб.  y_pred:параб.
 A:-4.729458917835671  B:-288.8855868048722  C:-15.270541082164328  y_true:параб.  y_pred:параб.
 A:4.7695390781563125  B:-290.5691141802643  C:15.230460921843687  y_true:параб.  y_pred:параб.
 A:4.809619238476953  B:-292.23979020164575  C:15.190380761523047  y_true:параб.  y_pred:параб.
 A:4.849699398797595  B:-293.8976148690166  C:15.150300601202405  y_true:параб.  y_pred:параб.
 A:4.889779559118236  B:-295.5425881823768  C:15.110220440881765  y_true:параб.  y_pred:параб.
 A:-4.929859719438878  B:-297.17471014172634  C:-15.070140280561123  y_true:параб.  y_pred:параб.
 A:4.969939879759519  B:-298.79398074706523  C:15.030060120240481  y_true:параб.  y_pred:параб.
 A:5.01002004008016  B:-300.4003999983936  C:14.98997995991984  y_true:параб.  y_pred:параб.
 A:5.050100200400801  B:-301.99396789571125  C:14.949899799599198  y_true:параб.  y_pred:параб.
 A:5.090180360721443  B:-303.5746844390183  C:14.909819639278556  y_true:параб.  y_pred:параб.
 A:5.130260521042084  B:-305.1425496283147  C:14.869739478957916  y_true:параб.  y_pred:параб.
 A:-5.170340681362725  B:-306.69756346360055  C:-14.829659318637276  y_true:параб.  y_pred:параб.
 A:-5.210420841683367  B:-308.2397259448757  C:-14.789579158316634  y_true:параб.  y_pred:параб.
 A:5.2505010020040075  B:-309.76903707214024  C:14.749498997995993  y_true:параб.  y_pred:параб.
 A:-5.290581162324649  B:-311.2854968453942  C:-14.70941883767535  y_true:параб.  y_pred:параб.
 A:5.33066132264529  B:-312.78910526463744  C:14.669338677354709  y_true:параб.  y_pred:параб.
 A:-5.370741482965932  B:-314.2798623298701  C:-14.629258517034067  y_true:параб.  y_pred:параб.
 A:-5.410821643286573  B:-315.75776804109216  C:-14.589178356713427  y_true:параб.  y_pred:параб.
 A:5.4509018036072145  B:-317.2228223983036  C:14.549098196392785  y_true:параб.  y_pred:параб.
 A:-5.490981963927855  B:-318.6750254015044  C:-14.509018036072145  y_true:параб.  y_pred:параб.
 A:5.531062124248497  B:-320.1143770506946  C:14.468937875751504  y_true:параб.  y_pred:параб.
 A:5.571142284569138  B:-321.5408773458741  C:14.428857715430862  y_true:параб.  y_pred:параб.
 A:5.611222444889779  B:-322.954526287043  C:14.38877755511022  y_true:параб.  y_pred:параб.
 A:5.651302605210421  B:-324.3553238742013  C:14.348697394789578  y_true:параб.  y_pred:параб.
 A:5.691382765531062  B:-325.74327010734896  C:14.308617234468938  y_true:параб.  y_pred:параб.
 A:-5.731462925851703  B:-327.118364986486  C:-14.268537074148297  y_true:параб.  y_pred:параб.
 A:-5.771543086172344  B:-328.4806085116124  C:-14.228456913827657  y_true:параб.  y_pred:параб.
 A:5.811623246492986  B:-329.8300006827282  C:14.188376753507015  y_true:параб.  y_pred:параб.
 A:-5.851703406813627  B:-331.16654149983333  C:-14.148296593186373  y_true:параб.  y_pred:параб.
 A:5.891783567134269  B:-332.49023096292785  C:14.108216432865731  y_true:параб.  y_pred:параб.
 A:-5.9318637274549095  B:-333.8010690720117  C:-14.06813627254509  y_true:параб.  y_pred:параб.
 A:5.971943887775551  B:-335.099055827085  C:14.028056112224448  y_true:параб.  y_pred:параб.
 A:6.012024048096192  B:-336.3841912281477  C:13.987975951903808  y_true:параб.  y_pred:параб.
 A:6.052104208416833  B:-337.6564752751997  C:13.947895791583168  y_true:параб.  y_pred:параб.
 A:-6.092184368737475  B:-338.91590796824113  C:-13.907815631262526  y_true:параб.  y_pred:параб.
 A:-6.132264529058116  B:-340.16248930727187  C:-13.867735470941884  y_true:параб.  y_pred:параб.
 A:6.1723446893787575  B:-341.396219292292  C:13.827655310621243  y_true:параб.  y_pred:параб.
 A:6.212424849699398  B:-342.61709792330146  C:13.7875751503006  y_true:параб.  y_pred:параб.
 A:-6.25250501002004  B:-343.82512520030036  C:-13.747494989979959  y_true:параб.  y_pred:параб.
 A:6.292585170340681  B:-345.0203011232887  C:13.707414829659319  y_true:параб.  y_pred:параб.
 A:-6.332665330661323  B:-346.2026256922663  C:-13.667334669338677  y_true:параб.  y_pred:параб.
 A:-6.372745490981964  B:-347.3720989072333  C:-13.627254509018037  y_true:параб.  y_pred:параб.
 A:6.4128256513026045  B:-348.52872076818966  C:13.587174348697395  y_true:параб.  y_pred:параб.
 A:-6.452905811623246  B:-349.6724912751354  C:-13.547094188376754  y_true:параб.  y_pred:параб.
 A:6.492985971943887  B:-350.80341042807055  C:13.507014028056112  y_true:параб.  y_pred:параб.
 A:-6.533066132264529  B:-351.921478226995  C:-13.46693386773547  y_true:параб.  y_pred:параб.
 A:6.57314629258517  B:-353.02669467190896  C:13.42685370741483  y_true:параб.  y_pred:параб.
 A:6.613226452905812  B:-354.1190597628122  C:13.386773547094188  y_true:параб.  y_pred:параб.
 A:-6.6533066132264524  B:-355.1985734997048  C:-13.346693386773548  y_true:параб.  y_pred:параб.
 A:6.693386773547094  B:-356.26523588258686  C:13.306613226452907  y_true:параб.  y_pred:параб.
 A:6.733466933867735  B:-357.3190469114582  C:13.266533066132265  y_true:параб.  y_pred:параб.
 A:6.773547094188377  B:-358.36000658631895  C:13.226452905811623  y_true:параб.  y_pred:параб.
 A:6.813627254509018  B:-359.38811490716904  C:13.186372745490981  y_true:параб.  y_pred:параб.
 A:-6.853707414829659  B:-360.40337187400854  C:-13.146292585170341  y_true:параб.  y_pred:параб.
 A:6.8937875751503  B:-361.4057774868374  C:13.1062124248497  y_true:параб.  y_pred:параб.
 A:6.933867735470941  B:-362.39533174565565  C:13.06613226452906  y_true:параб.  y_pred:параб.
 A:6.973947895791583  B:-363.37203465046326  C:13.026052104208418  y_true:параб.  y_pred:параб.
 A:-7.014028056112224  B:-364.3358862012602  C:-12.985971943887776  y_true:параб.  y_pred:параб.
 A:7.054108216432866  B:-365.2868863980466  C:12.945891783567134  y_true:параб.  y_pred:параб.
 A:-7.0941883767535066  B:-366.2250352408223  C:-12.905811623246493  y_true:параб.  y_pred:параб.
 A:-7.134268537074148  B:-367.15033272958743  C:-12.86573146292585  y_true:параб.  y_pred:параб.
 A:7.174348697394789  B:-368.0627788643419  C:12.82565130260521  y_true:параб.  y_pred:параб.
 A:-7.214428857715431  B:-368.9623736450858  C:-12.785571142284569  y_true:параб.  y_pred:параб.
 A:7.254509018036072  B:-369.849117071819  C:12.745490981963929  y_true:параб.  y_pred:параб.
 A:7.294589178356713  B:-370.72300914454155  C:12.705410821643287  y_true:параб.  y_pred:параб.
 A:-7.3346693386773545  B:-371.58404986325354  C:-12.665330661322646  y_true:параб.  y_pred:параб.
 A:-7.374749498997995  B:-372.4322392279549  C:-12.625250501002004  y_true:параб.  y_pred:параб.
 A:-7.414829659318637  B:-373.2675772386456  C:-12.585170340681362  y_true:параб.  y_pred:параб.
 A:7.454909819639278  B:-374.0900638953257  C:12.545090180360722  y_true:параб.  y_pred:параб.
 A:-7.49498997995992  B:-374.8996991979952  C:-12.50501002004008  y_true:параб.  y_pred:параб.
 A:7.535070140280561  B:-375.69648314665403  C:12.46492985971944  y_true:параб.  y_pred:параб.
 A:-7.575150300601202  B:-376.4804157413023  C:-12.424849699398798  y_true:параб.  y_pred:параб.
 A:7.615230460921843  B:-377.25149698193985  C:12.384769539078157  y_true:параб.  y_pred:параб.
 A:7.655310621242485  B:-378.0097268685668  C:12.344689378757515  y_true:параб.  y_pred:параб.
 A:7.695390781563126  B:-378.7551054011831  C:12.304609218436873  y_true:параб.  y_pred:параб.
 A:-7.735470941883767  B:-379.48763257978885  C:-12.264529058116233  y_true:параб.  y_pred:параб.
 A:7.775551102204409  B:-380.2073084043839  C:12.224448897795591  y_true:параб.  y_pred:параб.
 A:-7.8156312625250495  B:-380.9141328749684  C:-12.184368737474951  y_true:параб.  y_pred:параб.
 A:-7.855711422845691  B:-381.60810599154223  C:-12.14428857715431  y_true:параб.  y_pred:параб.
 A:-7.895791583166332  B:-382.2892277541054  C:-12.104208416833668  y_true:параб.  y_pred:параб.
 A:-7.935871743486974  B:-382.957498162658  C:-12.064128256513026  y_true:параб.  y_pred:параб.
 A:7.975951903807615  B:-383.6129172171999  C:12.024048096192384  y_true:параб.  y_pred:параб.
 A:-8.016032064128256  B:-384.2554849177312  C:-11.983967935871744  y_true:параб.  y_pred:параб.
 A:8.056112224448897  B:-384.8852012642519  C:11.943887775551103  y_true:параб.  y_pred:параб.
 A:8.09619238476954  B:-385.502066256762  C:11.90380761523046  y_true:параб.  y_pred:параб.
 A:8.13627254509018  B:-386.1060798952615  C:11.86372745490982  y_true:параб.  y_pred:параб.
 A:-8.176352705410821  B:-386.6972421797503  C:-11.823647294589179  y_true:параб.  y_pred:параб.
 A:-8.216432865731463  B:-387.2755531102285  C:-11.783567134268537  y_true:параб.  y_pred:параб.
 A:-8.256513026052104  B:-387.84101268669605  C:-11.743486973947896  y_true:параб.  y_pred:параб.
 A:8.296593186372744  B:-388.39362090915296  C:11.703406813627256  y_true:параб.  y_pred:параб.
 A:-8.336673346693386  B:-388.9333777775993  C:-11.663326653306614  y_true:параб.  y_pred:параб.
 A:-8.376753507014028  B:-389.46028329203494  C:-11.623246492985972  y_true:параб.  y_pred:параб.
 A:-8.41683366733467  B:-389.97433745246  C:-11.58316633266533  y_true:параб.  y_pred:параб.
 A:8.45691382765531  B:-390.47554025887445  C:11.54308617234469  y_true:параб.  y_pred:параб.
 A:-8.496993987975952  B:-390.9638917112783  C:-11.503006012024048  y_true:параб.  y_pred:параб.
 A:8.537074148296593  B:-391.43939180967146  C:11.462925851703407  y_true:параб.  y_pred:параб.
 A:-8.577154308617233  B:-391.902040554054  C:-11.422845691382767  y_true:параб.  y_pred:параб.
 A:8.617234468937875  B:-392.35183794442594  C:11.382765531062125  y_true:параб.  y_pred:параб.
 A:8.657314629258517  B:-392.78878398078723  C:11.342685370741483  y_true:параб.  y_pred:параб.
 A:8.697394789579159  B:-393.21287866313793  C:11.302605210420841  y_true:параб.  y_pred:параб.
 A:8.737474949899799  B:-393.6241219914779  C:11.262525050100201  y_true:параб.  y_pred:параб.
 A:8.77755511022044  B:-394.0225139658074  C:11.22244488977956  y_true:параб.  y_pred:параб.
 A:8.817635270541082  B:-394.4080545861262  C:11.182364729458918  y_true:параб.  y_pred:параб.
 A:8.857715430861724  B:-394.78074385243434  C:11.142284569138276  y_true:параб.  y_pred:параб.
 A:-8.897795591182364  B:-395.14058176473185  C:-11.102204408817636  y_true:параб.  y_pred:параб.
 A:8.937875751503006  B:-395.48756832301876  C:11.062124248496994  y_true:параб.  y_pred:параб.
 A:-8.977955911823647  B:-395.8217035272951  C:-11.022044088176353  y_true:параб.  y_pred:параб.
 A:-9.018036072144287  B:-396.1429873775607  C:-10.981963927855713  y_true:параб.  y_pred:параб.
 A:-9.05811623246493  B:-396.4514198738158  C:-10.94188376753507  y_true:параб.  y_pred:параб.
 A:9.098196392785571  B:-396.74700101606015  C:10.901803607214429  y_true:параб.  y_pred:параб.
 A:-9.138276553106213  B:-397.02973080429393  C:-10.861723446893787  y_true:параб.  y_pred:параб.
 A:-9.178356713426853  B:-397.2996092385171  C:-10.821643286573147  y_true:параб.  y_pred:параб.
 A:9.218436873747494  B:-397.55663631872966  C:10.781563126252506  y_true:параб.  y_pred:параб.
 A:-9.258517034068136  B:-397.80081204493155  C:-10.741482965931864  y_true:параб.  y_pred:параб.
 A:-9.298597194388778  B:-398.03213641712284  C:-10.701402805611222  y_true:параб.  y_pred:параб.
 A:9.338677354709418  B:-398.2506094353035  C:10.661322645290582  y_true:параб.  y_pred:параб.
 A:9.37875751503006  B:-398.4562310994735  C:10.62124248496994  y_true:параб.  y_pred:параб.
 A:9.418837675350701  B:-398.6490014096329  C:10.581162324649299  y_true:параб.  y_pred:параб.
 A:-9.458917835671341  B:-398.82892036578164  C:-10.541082164328659  y_true:параб.  y_pred:параб.
 A:-9.498997995991983  B:-398.9959879679198  C:-10.501002004008017  y_true:параб.  y_pred:параб.
 A:9.539078156312625  B:-399.1502042160473  C:10.460921843687375  y_true:параб.  y_pred:параб.
 A:9.579158316633267  B:-399.29156911016423  C:10.420841683366733  y_true:параб.  y_pred:параб.
 A:-9.619238476953907  B:-399.4200826502705  C:-10.380761523046093  y_true:параб.  y_pred:параб.
 A:9.659318637274549  B:-399.5357448363661  C:10.340681362725451  y_true:параб.  y_pred:параб.
 A:-9.69939879759519  B:-399.63855566845115  C:-10.30060120240481  y_true:параб.  y_pred:параб.
 A:-9.739478957915832  B:-399.7285151465255  C:-10.260521042084168  y_true:параб.  y_pred:параб.
 A:-9.779559118236472  B:-399.80562327058925  C:-10.220440881763528  y_true:параб.  y_pred:параб.
 A:-9.819639278557114  B:-399.8698800406424  C:-10.180360721442886  y_true:параб.  y_pred:параб.
 A:-9.859719438877756  B:-399.9212854566849  C:-10.140280561122244  y_true:параб.  y_pred:параб.
 A:-9.899799599198396  B:-399.9598395187168  C:-10.100200400801604  y_true:параб.  y_pred:параб.
 A:9.939879759519037  B:-399.98554222673806  C:10.060120240480963  y_true:параб.  y_pred:параб.
 A:-9.97995991983968  B:-399.99839358074865  C:-10.02004008016032  y_true:параб.  y_pred:параб.
 A:-10.02004008016032  B:399.99839358074865  C:-9.97995991983968  y_true:параб.  y_pred:параб.
 A:10.06012024048096  B:399.98554222673806  C:9.93987975951904  y_true:параб.  y_pred:параб.
 A:-10.100200400801603  B:399.9598395187168  C:-9.899799599198397  y_true:параб.  y_pred:параб.
 A:10.140280561122244  B:399.9212854566849  C:9.859719438877756  y_true:параб.  y_pred:параб.
 A:10.180360721442886  B:399.8698800406424  C:9.819639278557114  y_true:параб.  y_pred:параб.
 A:10.220440881763526  B:399.80562327058925  C:9.779559118236474  y_true:параб.  y_pred:параб.
 A:-10.260521042084168  B:399.7285151465255  C:-9.739478957915832  y_true:параб.  y_pred:параб.
 A:10.30060120240481  B:399.63855566845115  C:9.69939879759519  y_true:параб.  y_pred:параб.
 A:10.34068136272545  B:399.5357448363661  C:9.65931863727455  y_true:параб.  y_pred:параб.
 A:10.380761523046091  B:399.4200826502705  C:9.619238476953909  y_true:параб.  y_pred:параб.
 A:10.420841683366733  B:399.29156911016423  C:9.579158316633267  y_true:параб.  y_pred:параб.
 A:10.460921843687375  B:399.1502042160473  C:9.539078156312625  y_true:параб.  y_pred:параб.
 A:-10.501002004008015  B:398.9959879679198  C:-9.498997995991985  y_true:параб.  y_pred:параб.
 A:-10.541082164328657  B:398.82892036578164  C:-9.458917835671343  y_true:параб.  y_pred:параб.
 A:10.581162324649299  B:398.6490014096329  C:9.418837675350701  y_true:параб.  y_pred:параб.
 A:10.62124248496994  B:398.4562310994735  C:9.37875751503006  y_true:параб.  y_pred:параб.
 A:10.66132264529058  B:398.2506094353035  C:9.33867735470942  y_true:параб.  y_pred:параб.
 A:10.701402805611222  B:398.03213641712284  C:9.298597194388778  y_true:параб.  y_pred:параб.
 A:10.741482965931864  B:397.80081204493155  C:9.258517034068136  y_true:параб.  y_pred:параб.
 A:10.781563126252504  B:397.55663631872966  C:9.218436873747496  y_true:параб.  y_pred:параб.
 A:-10.821643286573146  B:397.2996092385171  C:-9.178356713426854  y_true:параб.  y_pred:параб.
 A:-10.861723446893787  B:397.02973080429393  C:-9.138276553106213  y_true:параб.  y_pred:параб.
 A:-10.901803607214429  B:396.74700101606015  C:-9.098196392785571  y_true:параб.  y_pred:параб.
 A:10.941883767535069  B:396.4514198738158  C:9.058116232464931  y_true:параб.  y_pred:параб.
 A:10.98196392785571  B:396.14298737756076  C:9.01803607214429  y_true:параб.  y_pred:параб.
 A:-11.022044088176353  B:395.8217035272951  C:-8.977955911823647  y_true:параб.  y_pred:параб.
 A:11.062124248496994  B:395.48756832301876  C:8.937875751503006  y_true:параб.  y_pred:параб.
 A:11.102204408817634  B:395.14058176473185  C:8.897795591182366  y_true:параб.  y_pred:параб.
 A:-11.142284569138276  B:394.78074385243434  C:-8.857715430861724  y_true:параб.  y_pred:параб.
 A:11.182364729458918  B:394.4080545861262  C:8.817635270541082  y_true:параб.  y_pred:параб.
 A:-11.222444889779558  B:394.0225139658074  C:-8.777555110220442  y_true:параб.  y_pred:параб.
 A:11.2625250501002  B:393.624121991478  C:8.7374749498998  y_true:параб.  y_pred:параб.
 A:-11.302605210420841  B:393.21287866313793  C:-8.697394789579159  y_true:параб.  y_pred:параб.
 A:11.342685370741483  B:392.78878398078723  C:8.657314629258517  y_true:параб.  y_pred:параб.
 A:-11.382765531062123  B:392.35183794442594  C:-8.617234468937877  y_true:параб.  y_pred:параб.
 A:-11.422845691382765  B:391.902040554054  C:-8.577154308617235  y_true:параб.  y_pred:параб.
 A:-11.462925851703407  B:391.43939180967146  C:-8.537074148296593  y_true:параб.  y_pred:параб.
 A:11.503006012024048  B:390.9638917112783  C:8.496993987975952  y_true:параб.  y_pred:параб.
 A:-11.543086172344688  B:390.47554025887445  C:-8.456913827655312  y_true:параб.  y_pred:параб.
 A:-11.58316633266533  B:389.97433745246  C:-8.41683366733467  y_true:параб.  y_pred:параб.
 A:-11.623246492985972  B:389.46028329203494  C:-8.376753507014028  y_true:параб.  y_pred:параб.
 A:11.663326653306612  B:388.9333777775993  C:8.336673346693388  y_true:параб.  y_pred:параб.
 A:-11.703406813627254  B:388.39362090915296  C:-8.296593186372746  y_true:параб.  y_pred:параб.
 A:-11.743486973947896  B:387.84101268669605  C:-8.256513026052104  y_true:параб.  y_pred:параб.
 A:11.783567134268537  B:387.2755531102285  C:8.216432865731463  y_true:параб.  y_pred:параб.
 A:-11.823647294589177  B:386.6972421797503  C:-8.176352705410823  y_true:параб.  y_pred:параб.
 A:-11.863727454909819  B:386.1060798952615  C:-8.136272545090181  y_true:параб.  y_pred:параб.
 A:-11.90380761523046  B:385.502066256762  C:-8.09619238476954  y_true:параб.  y_pred:параб.
 A:11.943887775551103  B:384.8852012642519  C:8.056112224448897  y_true:параб.  y_pred:параб.
 A:-11.983967935871743  B:384.2554849177313  C:-8.016032064128257  y_true:параб.  y_pred:параб.
 A:12.024048096192384  B:383.61291721719994  C:7.975951903807616  y_true:параб.  y_pred:параб.
 A:-12.064128256513026  B:382.957498162658  C:-7.935871743486974  y_true:параб.  y_pred:параб.
 A:-12.104208416833666  B:382.2892277541054  C:-7.895791583166334  y_true:параб.  y_pred:параб.
 A:-12.144288577154308  B:381.60810599154223  C:-7.855711422845692  y_true:параб.  y_pred:параб.
 A:12.18436873747495  B:380.9141328749684  C:7.81563126252505  y_true:параб.  y_pred:параб.
 A:-12.224448897795591  B:380.2073084043839  C:-7.775551102204409  y_true:параб.  y_pred:параб.
 A:12.264529058116231  B:379.48763257978885  C:7.735470941883769  y_true:параб.  y_pred:параб.
 A:12.304609218436873  B:378.75510540118313  C:7.695390781563127  y_true:параб.  y_pred:параб.
 A:-12.344689378757515  B:378.0097268685668  C:-7.655310621242485  y_true:параб.  y_pred:параб.
 A:-12.384769539078157  B:377.25149698193985  C:-7.615230460921843  y_true:параб.  y_pred:параб.
 A:-12.424849699398797  B:376.48041574130224  C:-7.575150300601203  y_true:параб.  y_pred:параб.
 A:12.464929859719438  B:375.69648314665403  C:7.5350701402805615  y_true:параб.  y_pred:параб.
 A:-12.50501002004008  B:374.8996991979952  C:-7.49498997995992  y_true:параб.  y_pred:параб.
 A:-12.54509018036072  B:374.0900638953257  C:-7.45490981963928  y_true:параб.  y_pred:параб.
 A:-12.585170340681362  B:373.26757723864563  C:-7.414829659318638  y_true:параб.  y_pred:параб.
 A:12.625250501002004  B:372.43223922795494  C:7.374749498997996  y_true:параб.  y_pred:параб.
 A:-12.665330661322646  B:371.58404986325354  C:-7.3346693386773545  y_true:параб.  y_pred:параб.
 A:-12.705410821643286  B:370.7230091445416  C:-7.2945891783567145  y_true:параб.  y_pred:параб.
 A:-12.745490981963927  B:369.849117071819  C:-7.254509018036073  y_true:параб.  y_pred:параб.
 A:12.785571142284569  B:368.9623736450858  C:7.214428857715431  y_true:параб.  y_pred:параб.
 A:12.825651302605209  B:368.06277886434196  C:7.174348697394791  y_true:параб.  y_pred:параб.
 A:12.86573146292585  B:367.15033272958743  C:7.134268537074149  y_true:параб.  y_pred:параб.
 A:-12.905811623246493  B:366.2250352408223  C:-7.094188376753507  y_true:параб.  y_pred:параб.
 A:12.945891783567134  B:365.2868863980466  C:7.054108216432866  y_true:параб.  y_pred:параб.
 A:-12.985971943887774  B:364.3358862012603  C:-7.014028056112226  y_true:параб.  y_pred:параб.
 A:-13.026052104208416  B:363.37203465046326  C:-6.973947895791584  y_true:параб.  y_pred:параб.
 A:13.066132264529058  B:362.39533174565565  C:6.933867735470942  y_true:параб.  y_pred:параб.
 A:-13.1062124248497  B:361.4057774868374  C:-6.8937875751503  y_true:параб.  y_pred:параб.
 A:-13.14629258517034  B:360.40337187400854  C:-6.85370741482966  y_true:параб.  y_pred:параб.
 A:13.186372745490981  B:359.38811490716904  C:6.813627254509019  y_true:параб.  y_pred:параб.
 A:13.226452905811623  B:358.36000658631895  C:6.773547094188377  y_true:параб.  y_pred:параб.
 A:13.266533066132263  B:357.3190469114582  C:6.733466933867737  y_true:параб.  y_pred:параб.
 A:-13.306613226452905  B:356.26523588258686  C:-6.693386773547095  y_true:параб.  y_pred:параб.
 A:13.346693386773547  B:355.1985734997048  C:6.653306613226453  y_true:параб.  y_pred:параб.
 A:-13.386773547094188  B:354.1190597628122  C:-6.613226452905812  y_true:параб.  y_pred:параб.
 A:13.426853707414828  B:353.02669467190896  C:6.573146292585172  y_true:параб.  y_pred:параб.
 A:13.46693386773547  B:351.9214782269951  C:6.53306613226453  y_true:параб.  y_pred:параб.
 A:13.507014028056112  B:350.80341042807055  C:6.492985971943888  y_true:параб.  y_pred:параб.
 A:13.547094188376754  B:349.6724912751354  C:6.452905811623246  y_true:параб.  y_pred:параб.
 A:-13.587174348697394  B:348.5287207681897  C:-6.412825651302606  y_true:параб.  y_pred:параб.
 A:-13.627254509018035  B:347.3720989072333  C:-6.3727454909819645  y_true:параб.  y_pred:параб.
 A:13.667334669338677  B:346.2026256922663  C:6.332665330661323  y_true:параб.  y_pred:параб.
 A:13.707414829659317  B:345.0203011232887  C:6.292585170340683  y_true:параб.  y_pred:параб.
 A:-13.747494989979959  B:343.8251252003004  C:-6.252505010020041  y_true:параб.  y_pred:параб.
 A:13.7875751503006  B:342.6170979233015  C:6.212424849699399  y_true:параб.  y_pred:параб.
 A:-13.827655310621243  B:341.396219292292  C:-6.1723446893787575  y_true:параб.  y_pred:параб.
 A:13.867735470941883  B:340.16248930727187  C:6.1322645290581175  y_true:параб.  y_pred:параб.
 A:-13.907815631262524  B:338.91590796824113  C:-6.092184368737476  y_true:параб.  y_pred:параб.
 A:-13.947895791583166  B:337.6564752751997  C:-6.052104208416834  y_true:параб.  y_pred:параб.
 A:-13.987975951903808  B:336.3841912281477  C:-6.012024048096192  y_true:параб.  y_pred:параб.
